"x","y","cells","B02M","B03M","B04M","B08M","B02J","B03J","B04J","B08J","B02N","B03N","B04N","B08N","B02JA","B03JA","B04JA","B08JA","B05M","B06M","B07M","B11M","B12M","B8AM","B05J","B06J","B07J","B11J","B12J","B8AJ","B05N","B06N","B07N","B11N","B12N","B8AN","B05JA","B06JA","B07JA","B11JA","B12JA","B8AJA","class"
642919.56068349,6661498.83027309,5540,52,203,169,1456,177,262,139,1757,207,178,176,1109,536,468,267,1577,467.8125,1048.75,1260.875,950.8125,552.6875,1421.0625,433.125,1400.9375,1553.75,780.8125,402.3125,1796.8125,368.9375,883.9375,985.75,256.875,143.0625,1191,473.75,1106.625,1130,335.5625,174.9375,1356,2
642899.56068349,6661508.83027309,5436,24,146,93,1349,126,202,94,1617,212,161,123,742,365,292,125,805,458.6875,1051.75,1222.0625,890.25,506.1875,1429.4375,413.6875,1306.9375,1499.4375,761.8125,375.0625,1673.125,298.3125,717.5,744.1875,228.4375,129.8125,806.9375,364,771.5625,879,255.75,126.4375,919.25,2
642929.56068349,6661518.83027309,5337,411,637,833,1741,191,407,159,3094,317,168,117,368,1740,1041,630,672,994.8125,1356.875,1575,1903.25,1227.8125,1883.25,777.625,2401.125,3007.6875,1212.5625,580.125,3129.0625,226,383.6875,322.5,99.125,59.375,346.625,649.5,782.5625,799.125,113.3125,75.625,711.625,2
643079.56068349,6661518.83027309,5352,38,185,114,1747,171,204,88,1709,242,194,161,1733,357,288,187,1679,431.875,1354.75,1673.6875,657.3125,338.6875,1888.125,385.4375,1357.5,1696.8125,615.9375,290.8125,1900.25,437.9375,1435.9375,1805.3125,403.5625,161.75,2036.8125,439.875,1432.1875,1758.375,403.3125,167.8125,2048.1875,2
643089.56068349,6661518.83027309,5353,21,171,78,1885,119,192,68,1794,244,131,144,1859,398,371,167,1917,424.125,1372.25,1677.5625,654.4375,330.5625,1882.375,382.3125,1372.5,1724.4375,608.8125,278.4375,1923.25,440.3125,1398.3125,1689.9375,373.1875,152.25,1910.9375,440.625,1424.0625,1721.625,387.9375,160.9375,2006.5625,2
642869.56068349,6661538.83027309,5127,24,192,121,1488,131,203,103,1548,155,205,122,1207,330,278,178,1129,472.8125,1187.1875,1441.1875,785.5,423.0625,1639.9375,414.8125,1262.3125,1503.1875,715.375,356.625,1706.1875,408.25,1062.3125,1255.125,338.3125,172.8125,1428.5,440.3125,1035.5625,1276.9375,320.3125,166.5,1390.75,2
642809.56068349,6661548.83027309,5019,50,169,141,1486,126,226,77,1696,211,164,132,921,385,242,187,1065,442.375,1127.875,1397.9375,789.5625,434.3125,1583.9375,385.25,1436.8125,1677.5,695.6875,321.9375,1925.375,341.25,914.375,1128.5625,318.3125,164,1264.3125,345.0625,948.5,1051.8125,334,152.75,1247.75,2
642819.56068349,6661548.83027309,5020,31,189,114,1643,144,201,98,1720,129,190,126,1244,415,318,149,1424,419.6875,1134.375,1381.25,700.5625,370.125,1586.375,374.9375,1312.1875,1507.6875,654.25,311.875,1759.8125,338.1875,905.75,1112.75,295.6875,150,1250.375,349.6875,969.3125,1061.875,327.8125,144.0625,1270.125,2
643009.56068349,6661548.83027309,5039,15,183,82,2130,135,240,88,2187,201,287,112,1658,341,346,148,1691,484.625,1422.5625,1793.5,771.125,388.4375,1996.625,410,1514.875,1906.9375,623.0625,294.4375,2108.4375,400.4375,1221.9375,1571.8125,318.0625,150.5,1762.4375,417.4375,1143.6875,1407.5,287.5,113.75,1578.25,2
642809.56068349,6661578.83027309,4713,74,227,159,1463,126,188,81,1752,231,67,107,744,248,276,91,679,436.75,1154.9375,1396.875,740.6875,393.1875,1507.9375,380.9375,1229.8125,1514.8125,659.6875,298.9375,1692.0625,315.875,835.5,928.125,266,148.3125,1096.8125,336.75,795.5625,985.8125,256.5,119.3125,1114.75,2
642969.56068349,6661588.83027309,4627,92,281,227,2065,179,321,168,2511,253,319,220,2245,420,463,324,2555,731.0625,1620,1984,1331.25,759.5,2198.9375,641.125,1953.4375,2390.1875,1108.4375,558.5625,2624.5,714.25,1769.6875,2118.3125,679.8125,329.25,2416.1875,768.4375,1907.75,2293.25,713.0625,341.6875,2519.1875,2
643109.56068349,6661588.83027309,4641,59,168,138,1624,179,286,126,2319,203,161,139,966,454,386,236,1614,567.9375,1316.5625,1584.625,1123.5,646.875,1791.25,540.4375,1882.0625,2152.0625,900.0625,449.5625,2487.4375,291.25,908.75,1005.1875,199.5,104.4375,1141.75,401.0625,1027.1875,1145.6875,262.5,103.375,1355.9375,2
643009.56068349,6661598.83027309,4529,11,158,82,1973,137,205,66,1898,199,229,204,2181,355,301,155,2352,462.75,1438.5625,1748.0625,691.9375,352.9375,1981.3125,377.125,1353.9375,1726.75,581.125,275.8125,1950.5625,432.875,1500.5,1868.0625,374.9375,139.625,2035.5,445.625,1315.8125,1691.0625,358.8125,162.8125,1838.875,2
643059.56068349,6661598.83027309,4534,23,140,80,1833,125,198,68,1999,169,198,153,1425,344,317,166,1571,388.875,1186.875,1566.4375,670.5625,358.0625,1749.375,355.25,1490.25,1891.3125,633.8125,287.375,2099.4375,342.375,1074.875,1290.375,312.75,165.875,1444.125,373.75,1105.1875,1310.9375,309.4375,131.3125,1408.5,2
643109.56068349,6661608.83027309,4437,105,254,265,1731,192,417,144,2762,245,91,160,595,774,459,245,1014,835.0625,1491.1875,1712.875,1557.4375,951.1875,2011.9375,709,2335.0625,2740.5625,1165.0625,569.8125,2978.875,234.125,711.8125,705.4375,193.625,98.6875,835.125,420.875,854.375,1001.125,222.125,114.75,1048.4375,2
642759.56068349,6661618.83027309,4300,24,150,137,1287,131,201,79,1289,180,132,137,673,364,245,180,972,475.375,1154.1875,1364.4375,835.8125,468.3125,1573.4375,392.5,1211.25,1479.9375,688,333.8125,1620.8125,344.1875,889.625,1042,391.375,188.1875,1151.25,369.1875,921.625,1052.3125,409.0625,169.75,1271.625,2
642809.56068349,6661618.83027309,4305,141,364,315,1994,180,352,135,2444,292,307,253,1682,372,312,228,1322,531.0625,1283,1596.0625,956.4375,537.3125,1739.25,445.8125,1575.3125,1830.875,800.5625,387.1875,2018.3125,402.75,977.0625,1034.625,351.125,194.4375,1170,348.125,869.875,900.6875,318.1875,145.5,1078.5625,2
643019.56068349,6661618.83027309,4326,31,182,81,2043,135,258,95,1986,191,237,146,1777,368,352,136,1931,437.5625,1362.875,1652.8125,648,325.75,1864.8125,357.6875,1390.25,1713.25,577.875,262.3125,1911.5625,386.5625,1394.3125,1578.8125,335.375,125.75,1852.6875,375.0625,1222.125,1501.4375,316.3125,106.125,1678.75,2
642939.56068349,6661638.83027309,4114,39,185,99,1675,138,221,70,1887,161,220,193,1442,375,347,191,1783,448.5,1261.375,1394,814.75,447.125,1633.875,357.5625,1380,1565.5,677.75,324.75,1877.0625,385.875,1195.0625,1389.875,400.1875,173.1875,1539.125,453.3125,1161.1875,1407.8125,419.3125,217,1514.875,2
642979.56068349,6661638.83027309,4118,67,187,105,1756,143,212,84,1767,212,135,134,1191,389,300,154,1257,449.8125,1326.875,1614.3125,750.875,399.9375,1801.4375,389,1360.1875,1634.3125,645.25,325.0625,1849.9375,374.0625,1188.3125,1326.1875,338.375,123.8125,1460.375,442.0625,1079,1309.0625,338,138.4375,1419.3125,2
642999.56068349,6661638.83027309,4120,40,164,95,1619,109,162,54,1712,261,160,140,1506,370,245,112,1365,450.125,1262.25,1597.25,710.875,387.125,1822.6875,356.5,1271.3125,1646.125,572.25,280.125,1796.25,376.1875,1143.6875,1380.0625,299.5,127.6875,1575.4375,386.875,1098.9375,1367.375,295.5,122.125,1476.25,2
643029.56068349,6661658.83027309,3919,25,198,113,1859,145,210,72,1844,205,190,167,1361,423,300,135,1565,364,1113.6875,1341.9375,645.75,334.125,1524.6875,332.0625,1255.1875,1558.3125,521.0625,242.625,1708.75,251.0625,884.125,1017.6875,213.625,116.25,1114.375,297.625,889,1013.875,175.5,83.875,1126,2
642839.56068349,6661668.83027309,3798,234,446,380,2343,265,460,255,2723,269,316,258,2151,466,317,233,1631,711.75,1583.8125,1805.6875,1162.6875,679.25,2064,575.5,1692.5625,2027,1012.875,499.75,2221.125,557.5,1404.375,1664.875,500,258.25,1873.4375,524.6875,1332.25,1438.5,484.625,211.0625,1713.125,2
642879.56068349,6661708.83027309,3394,62,211,209,1454,157,261,135,1830,216,150,140,860,434,291,156,1101,477.1875,1187.6875,1372.9375,849.8125,467.5,1559.0625,421.5,1340.0625,1532.8125,766.8125,383.6875,1797.375,370.5,948.0625,1203.5625,314.8125,168.5,1225.5,314.1875,899.125,987.25,315.3125,126.3125,1042.4375,2
642759.56068349,6661718.83027309,3280,41,160,182,1244,152,234,121,2128,160,64,134,548,470,287,208,697,545.3125,1204,1330.5625,1050.4375,622,1600.6875,432.3125,1503.9375,1878.8125,847.0625,392.0625,2064.375,333,842.0625,944.8125,343.375,146.1875,1019.8125,345.125,808.125,962.1875,346,176.9375,949.1875,2
642859.56068349,6661748.83027309,2984,94,240,177,1741,182,311,162,1817,164,196,172,1612,367,282,202,1571,513.5625,1278.875,1515.6875,916.25,498.5,1706.125,471.4375,1421.75,1717.8125,804.375,391.5625,1874.625,437.375,1125,1320,382.125,187.5,1465.375,469.5625,1186.875,1302.875,392.75,158.75,1437.75,2
642759.56068349,6661798.83027309,2464,161,318,304,1864,227,318,215,1888,234,314,215,1473,358,348,219,1407,661.875,1482.5625,1653.8125,1238.25,706,1820.9375,581.75,1471.5,1793.9375,1046.625,543.6875,1972.6875,476.25,1286.1875,1449,470.1875,235.625,1567.875,497.25,1158.6875,1337.1875,483.625,228.375,1388.25,2
643059.56068349,6661858.83027309,1882,144,315,269,2090,216,327,188,2161,254,329,206,2041,429,347,263,2256,659.5625,1623.25,1854.9375,1172.5,623.4375,2060.875,567.9375,1673.1875,1959.875,1001.1875,484.875,2187.75,580.1875,1758,2027.75,661.6875,316.6875,2241.9375,660.6875,1798.1875,2032.5,695.0625,342.9375,2230.875,2
642759.56068349,6661898.83027309,1444,45,223,127,1478,145,197,90,1596,162,147,161,728,438,342,275,633,459.5,1168.25,1344.625,787.9375,415.5,1549.625,396.125,1272.4375,1466.3125,712.375,345.5,1681.375,293.625,785.375,879.75,259.5,110.1875,924.875,380.1875,554.625,588.1875,258.5,185.125,611,2
642759.56068349,6661918.83027309,1240,66,236,164,1589,174,253,130,1691,233,192,140,883,562,454,423,1139,490.75,1093.75,1302.4375,861.9375,493.9375,1490.0625,405.6875,1300.0625,1447.9375,755.625,372.5,1694.4375,327.8125,807.375,894.0625,242.875,97.75,935.125,588.25,910.3125,926.875,390.1875,243.8125,1013.75,2
642679.56068349,6661928.83027309,1130,50,194,123,1657,146,249,104,1872,191,196,183,1155,601,560,400,1729,566.8125,1329,1576.375,966.3125,544.4375,1745.4375,492.4375,1611,1928,865.0625,406.125,2149.75,401,1164.75,1326.125,349.0625,176,1454.25,755.875,1329.0625,1475.875,733.4375,427.4375,1704,2
642629.56068349,6661938.83027309,1023,125,315,266,2029,223,332,163,2531,252,314,174,1654,476,436,339,2406,539.5,1291.0625,1496.75,914.1875,500.25,1700.375,465.5625,1581,1820.1875,869.6875,415.875,2072.375,397,1071.5,1260.375,426.5625,188.75,1332.75,748.5,1572.9375,1807,910.1875,522.1875,1997,2
643209.56068349,6661938.83027309,1081,240,389,404,1770,305,434,396,2036,230,229,218,956,647,482,331,1390,804.5625,1352.3125,1488.9375,1751.6875,1097.5,1700.625,728.375,1563.9375,1856.5,1454.125,824.5625,1996.625,373.1875,842.25,878.6875,331,177.25,948.8125,548.875,988.75,1088.25,383.3125,223.1875,1125.875,2
643379.56068349,6661968.83027309,792,183,381,413,2042,342,489,492,2483,400,397,496,2022,598,525,492,2594,997.8125,1709.1875,1917.9375,1983.6875,1213.75,2237.8125,900.1875,2150.4375,2380.125,1727.875,940,2753.9375,913.25,1760.625,1900.625,1149.8125,677.9375,2169.5,1060.75,1873.6875,2122.125,1304.9375,800,2438.6875,2
643029.56068349,6661978.83027309,655,104,244,241,1654,193,292,150,2019,253,182,194,1255,418,280,180,1224,602.0625,1402.875,1637.875,1117.875,619.375,1899,472.75,1602.375,1886.6875,946.9375,474,2059.6875,445.5625,1261.3125,1453.5625,508.5625,228.6875,1698.625,443.6875,1144.0625,1303.25,452.8125,206.125,1445.9375,2
643079.56068349,6661988.83027309,558,66,207,180,1646,203,305,174,1750,192,244,134,846,397,328,182,1177,531.6875,1336.375,1606.4375,939.5625,501,1800.8125,528.4375,1322.4375,1592.375,1039.0625,573.875,1786.1875,355.75,801.8125,877.6875,276.8125,132.6875,988.625,440.1875,975.5625,1114.5625,331.875,150.75,1140.6875,2
643019.56068349,6661998.83027309,450,157,310,252,2095,235,379,201,2430,282,300,202,1844,433,390,255,1845,632.25,1521.25,1777.3125,1157.25,624.8125,1968.0625,529.6875,1724.625,1960.8125,1088.75,535.375,2213.3125,484.25,1408.375,1578.75,537.75,251.8125,1718.0625,563.8125,1325.9375,1546.75,519.75,241,1671.0625,2
642679.56068349,6662028.83027309,110,61,220,137,1737,108,236,70,1746,190,176,145,1165,653,704,547,3105,552.875,1274.1875,1504.5625,1043.3125,591.625,1693.4375,449.5625,1523.8125,1831.625,835,392,2001.0625,427.125,1038,1196.875,427.625,201.125,1412.125,991.4375,1975.1875,2375.0625,1070.875,614.0625,2731,2
643089.56068349,6662028.83027309,151,86,202,151,1659,566,744,993,2490,330,220,164,592,917,580,421,623,527.875,1288.625,1515.875,894.375,482.0625,1715.5625,1180.25,1754.75,2014.8125,2435.4375,1529.125,2418.5,357.6875,620.6875,680.4375,301.875,171.1875,750.25,530.9375,708,738.4375,300.125,182.9375,738.625,2
643209.56068349,6661328.83027309,7303,726,965,1311,2651,291,621,293,4262,423,584,842,2037,954,1000,1284,2373,1607.1875,2060.5625,2305.6875,3280.25,2278.25,2669.4375,902.1875,3129,3803,1659.5625,816.5,4084.0625,1176.6875,1626.125,1713.5,1657.3125,1088,2238.1875,1483.0625,1744.8125,1872.5625,1682.5625,1157.4375,2304.8125,7
642929.56068349,6661538.83027309,5133,613,871,1136,2835,325,884,416,5301,231,147,97,396,2060,1317,829,921,1512.0625,2146.9375,2349.8125,2755.1875,1809.25,2718.4375,1346.375,4018.6875,4515.375,1751.0625,864.125,4882.125,247.4375,446.25,467.375,130.5625,72.8125,512.875,833.375,1052.6875,965.25,109.375,70.375,936.625,7
643169.56068349,6661558.83027309,4953,510,740,1033,2565,288,656,260,4480,290,253,207,1059,906,621,376,950,1348.5625,1963.5,2233.6875,2475.625,1561.375,2573.5,1017.5625,3257.25,3762.5,1639.625,779.1875,4107.3125,475.1875,1065.1875,1219.875,293.3125,172.9375,1379.625,649.625,1160.25,1214,264.1875,145.875,1367.25,7
642679.56068349,6661608.83027309,4394,466,676,869,2197,325,624,376,3417,265,212,277,738,461,328,232,758,1180.25,1658.125,1904.5,2521.0625,1649,2187.875,943.375,2659.5625,3027,1718.9375,902.3125,3361.625,499.875,911.4375,1045.5625,469.625,263.8125,1173.25,481.25,778.375,841.875,362.875,227.4375,958.375,7
643119.56068349,6661608.83027309,4438,358,629,798,2393,245,559,238,4132,261,183,157,725,1082,706,438,936,1052.5,1676.5,1894.625,1977.1875,1238.375,2235.6875,869.375,2778.0625,3217.6875,1434.125,710.25,3495.5625,254.375,635.875,576.3125,219.1875,121.6875,687.875,531.75,882.5,985.8125,262.125,146.375,1012.4375,7
642689.56068349,6661638.83027309,4089,351,542,776,1908,216,505,207,2942,236,197,175,405,673,386,168,507,1125.0625,1629,1775.3125,2315.5625,1486.9375,2062.4375,818.1875,2586,2831.3125,1527.125,768.0625,3170,332.625,583.3125,673,286.25,171.9375,740.125,402.8125,605.125,699.1875,230.5,136.5,744.5625,7
643159.56068349,6661688.83027309,3626,343,599,684,2698,263,602,243,3898,305,278,283,1652,688,615,503,2323,1247.8125,2078,2392.5625,2239.5625,1362.5625,2762.5,1064.8125,3018.1875,3541.125,1606.4375,793.875,3807.125,686.0625,1629.25,1932.875,612.625,334.4375,2189.6875,910.125,1991.0625,2124.75,693.75,354.875,2537.4375,7
642629.56068349,6661698.83027309,3471,172,366,330,1987,222,371,230,2284,298,298,283,1592,821,785,679,2525,878.0625,1656.1875,1899.625,1828.25,1064.25,2126.3125,787.0625,2154.5625,2425.875,1483.9375,737.625,2726.375,777.125,1645.875,1753.9375,777.5625,429.9375,1987.6875,1291.75,2185.625,2377.4375,825.3125,445.3125,2584.1875,7
642709.56068349,6661738.83027309,3071,379,655,853,2175,234,508,239,3252,304,184,155,405,911,543,341,493,1138.5,1655.125,1841.3125,2272.3125,1467.75,2187.75,870.1875,2482.875,2848.5,1514.5625,758.125,3105.4375,368.875,649.3125,662.1875,263.75,158.25,737.125,436.625,610.875,638.5625,169.625,101.6875,618.75,7
642969.56068349,6661738.83027309,3097,617,842,1058,2884,248,543,179,5107,254,170,111,288,1386,873,458,524,1305.1875,2079.25,2371.8125,2256.875,1434.3125,2674.25,982.0625,3453.4375,4101.875,1521.9375,751.75,4476.5625,218.375,379.5625,418.5,139.9375,90.75,447.75,477.1875,656.8125,669.1875,140.9375,89.25,610.8125,7
643019.56068349,6661738.83027309,3102,386,712,802,3241,315,641,414,3667,298,125,112,339,858,543,338,394,1375.625,2466.0625,2841.25,2316,1363.75,3196.3125,1173.375,3176.5625,3678.8125,1607.4375,766.4375,3999.125,216.8125,328.5625,396.3125,127.375,59.5,426.9375,375.0625,482.6875,521,99.9375,59.4375,429.625,7
643029.56068349,6661748.83027309,3001,374,659,714,3122,248,579,275,3922,269,185,145,345,735,499,255,520,1395.625,2457.5625,2831.25,2286,1345.75,3203.3125,1101.875,3193.5625,3654.3125,1577.9375,760.9375,4020.625,223.8125,417.5625,426.3125,140.875,72,488.4375,369.0625,492.6875,556,117.9375,61.9375,481.125,7
642999.56068349,6661768.83027309,2794,508,823,989,2888,215,468,171,3624,190,161,158,510,948,587,371,524,1551.5625,2341.4375,2573.875,2636.125,1605.875,2999.375,1058.5625,3375.75,3978.625,1573.375,732.625,4274.8125,333.25,759.375,750.5625,308.0625,185,840.4375,396.4375,590.5,681.6875,206.6875,140.875,623.4375,7
642709.56068349,6661788.83027309,2561,553,794,1073,2512,270,619,319,3781,214,232,191,471,877,570,365,492,1340.625,1882.5,2098.8125,2783.8125,1817.875,2406.625,1034.25,2817.5625,3201.375,1808.6875,930.75,3503.75,379.9375,614,696.375,231.9375,121.125,755.125,458.625,595.625,634.875,153.6875,89.75,633.4375,7
643369.56068349,6661798.83027309,2525,1019,1315,1809,2981,340,702,328,4672,509,495,740,1594,855,865,1135,2300,2161.25,2483.5,2697.5625,3778.6875,2498.125,3067.8125,1223.375,3614.375,4175.3125,1959.5,917.0625,4507.125,1120.0625,1418.25,1624.5,1368,876.4375,1905.625,1580.5625,1866.25,2024.1875,1586.5625,1063.5625,2439.9375,7
643479.56068349,6661818.83027309,2332,577,717,1046,2048,317,604,323,5098,423,311,381,897,692,500,480,833,1266.5,1562.25,1751,3216.3125,2115.75,2118.9375,1118.6875,3707.25,4392.6875,2376.0625,1266.375,4616.375,575.875,651.625,745.3125,722.1875,474.4375,1015.3125,573.8125,576.0625,675.5625,532.25,373.5625,829.125,7
643529.56068349,6661818.83027309,2337,479,624,907,2079,419,662,510,3403,351,331,340,1092,806,560,538,1370,1144.125,1422.25,1625.5625,2753.625,1806.6875,1999.75,1016,2587.1875,3009.125,2158.1875,1162.6875,3304.875,575.8125,762.9375,933.4375,737.1875,462.0625,1109.75,671.75,865.875,920.4375,628.5,385.375,1130.9375,7
642989.56068349,6661828.83027309,2181,858,1140,1520,2875,264,562,193,5457,392,455,535,1567,1001,929,1135,2106,1677.25,2140.4375,2288.125,3029.1875,1989.4375,2606.25,913.9375,3393.875,4350.5,1529.625,707.6875,4351.875,885.0625,1231.0625,1424.375,957.125,594.75,1735.5625,1244.9375,1696.625,1848.5625,902.1875,576.125,2183.625,7
643489.56068349,6661838.83027309,2129,605,750,1041,1926,589,759,777,3062,376,260,423,816,512,354,299,549,1274.125,1476.1875,1634.6875,3177.3125,2129,2001.875,1206.375,2599.6875,3024.8125,2646.8125,1555.9375,3323.4375,604.125,724.5,778.625,834.375,568.3125,1046.8125,598.625,647.125,758.8125,672.75,453.6875,898.3125,7
643519.56068349,6661838.83027309,2132,494,587,895,1671,446,543,527,2507,378,278,375,785,599,477,366,651,1161.25,1375.6875,1608.6875,2898.4375,1917.125,1952.875,1032.625,2298.3125,2572.8125,2370.6875,1369.5,2968.125,566.9375,779.125,830.25,790.1875,501.25,1038,564.125,668.9375,763.5,628.4375,389.6875,931.1875,7
642959.56068349,6661848.83027309,1974,585,845,1092,2247,243,655,196,5255,313,280,325,588,1001,703,639,1013,1401.6875,1785.375,1973.9375,2962.75,1925.25,2315.125,1087.125,4046.25,4766.0625,1812.25,822.0625,4974.3125,513.375,647.875,686.25,538.8125,384.9375,896.625,967.125,1143.8125,1202.875,577.0625,390.8125,1345.4375,7
643249.56068349,6661848.83027309,2003,260,383,394,1950,287,390,305,2267,285,264,319,1319,429,385,278,1347,910.875,1561.375,1885.375,1777.375,1090.1875,2143.1875,761.75,2079.75,2378.375,1404.9375,721.5,2671.625,610.625,1341.5,1503,724.9375,368.8125,1684.9375,809.375,1500.625,1737.5,757.3125,408.6875,1918.9375,7
643289.56068349,6661848.83027309,2007,782,1039,1414,2746,289,676,255,5076,368,466,637,1686,875,762,1088,2529,1756.1875,2210.6875,2424.5,3294.3125,2115.875,2802.3125,1204.5,3889.6875,4509.4375,1941,911.125,4820.6875,1041.625,1608.125,1775.75,1360.1875,821.1875,2156.8125,1469.125,2036.125,2370.6875,1480.75,895.9375,2765.625,7
642879.56068349,6661858.83027309,1864,642,832,1152,2393,248,602,204,5702,213,305,313,819,2602,2039,1861,2327,1442.8125,1830.125,2069.5,2876.4375,1905.5625,2442.1875,1022.25,3941.5,4549.4375,1663.5,782.25,4953.375,431.625,635.375,727.25,357.375,251,824.625,1601.6875,1815.375,1819.5,342.5625,214.1875,1855.25,7
643259.56068349,6661858.83027309,1902,489,713,877,2459,334,587,356,3786,360,452,480,1924,874,898,916,2637,1185.9375,1782.5625,2098.5625,2298.4375,1462,2381.0625,920.1875,2679.6875,3111,1649.375,834.875,3415.6875,763.125,1426.625,1612.625,915.1875,505.125,1846.875,1095.8125,1809.0625,2104.5,948.125,531.0625,2281.5,7
643319.56068349,6661858.83027309,1908,743,951,1391,2581,382,701,458,4056,484,512,703,1817,724,709,920,2105,1697.1875,2065.875,2301.875,3518.0625,2313.75,2662.5,1326.5,3328.6875,3735.8125,2342.1875,1217.875,4114.3125,1115.75,1529.875,1779,1608.1875,1013.125,2181.25,1342.125,1699.6875,2015.3125,1750.0625,1116.0625,2408.5625,7
642709.56068349,6661868.83027309,1745,114,275,233,1688,182,321,157,2051,274,306,293,1555,574,494,404,1063,573.125,1194.4375,1362.4375,1124.875,659.3125,1592.4375,567.625,1592.6875,1881.1875,1073.625,543.0625,2097.3125,559.125,1221.6875,1348.1875,624.625,327,1551.5,634.8125,1035.0625,1126.125,684.3125,420.625,1359.25,7
642939.56068349,6661878.83027309,1666,578,802,1095,2376,287,633,285,4518,369,302,324,709,998,785,577,969,1407.9375,1909.125,2151.125,2970.6875,1872.5625,2511.75,1188.625,3933.5,4470.5,1835.9375,864.25,4774.625,495.125,692.4375,821.0625,433.5625,317.9375,931.1875,810.0625,1053.6875,1067.0625,384.1875,274.5,1154.0625,7
643359.56068349,6661878.83027309,1708,765,990,1376,2537,405,714,529,3871,493,497,750,1824,798,803,1010,2371,1662.0625,2027.375,2243.125,3518.6875,2336.3125,2566.5625,1292.4375,3204.1875,3612.25,2401.25,1271.3125,3931,1114.5,1506.5625,1647.5625,1595.3125,1034.875,2034.8125,1345.1875,1660.75,1861.1875,1791.375,1160.125,2230.25,7
642869.56068349,6661888.83027309,1557,823,982,1468,2684,313,724,249,5292,273,214,478,931,2313,2189,2286,3506,1451.375,1801.5,2070,2884.75,1987.5625,2391.9375,1144.9375,3729.25,4236.6875,1886.8125,966.125,4563.75,623.25,907.875,1005.6875,726.5,488.875,1204.8125,1958.625,2299.75,2408.4375,723.375,501.9375,2537.0625,7
642879.56068349,6661888.83027309,1558,685,848,1217,2398,326,679,275,5101,296,403,594,1390,1958,1749,1942,3002,1582.875,1886.1875,2188.1875,3180.1875,2160.1875,2525.4375,1211.0625,4111,4647.875,1990.875,989.8125,5011.875,708,968.9375,1076.1875,827.625,546.875,1321.125,2099.5,2386.125,2466.375,742.6875,525.25,2614.25,7
642919.56068349,6661918.83027309,1256,615,850,1084,2482,300,709,296,5178,353,407,524,1367,1167,1042,1215,1975,1481.375,1956.875,2193.5625,3076.1875,1968.625,2602.75,1259,4230.0625,4927.4375,1856.4375,839.25,5214.6875,777.5625,1124.9375,1236.6875,901.8125,565.8125,1550.8125,1346.5,1595.1875,1757.5625,749.25,485.4375,1963.75,7
642929.56068349,6661918.83027309,1257,589,834,1029,2527,309,719,309,5038,400,374,421,1426,1034,906,929,1739,1461.625,2003.625,2216.6875,3054.5625,1938.875,2614.25,1261.5,4267.1875,4919.8125,1852.8125,843.25,5233.5625,734.6875,1167.3125,1326.0625,871.4375,545.9375,1580.9375,1217.5,1597.5625,1778.6875,733.75,461.8125,1957.25,7
642989.56068349,6661928.83027309,1161,700,965,1254,2927,294,705,272,4687,409,426,547,1729,856,664,604,1418,1570.125,2181.1875,2455.9375,2752.6875,1731.0625,2867.625,963.875,3358.8125,3858.8125,1614.3125,759.125,4274.125,808.375,1346.6875,1577.3125,797.8125,460.8125,1868.3125,956.9375,1321.125,1502.5625,483.125,298.3125,1684.4375,7
643299.56068349,6661928.83027309,1192,270,440,488,1699,275,375,376,1945,359,379,369,1566,588,544,460,2110,943.0625,1480.0625,1694.25,2083.9375,1294.375,1967,829.8125,1664.1875,1914.9375,1752.5625,1007.375,2214.9375,804.5,1386.0625,1649.0625,980.3125,548.8125,1900.625,919.375,1604.6875,1920.1875,1172.3125,692.1875,2083,7
643439.56068349,6661938.83027309,1104,636,836,1045,2653,390,670,451,3836,434,415,608,1359,748,764,1028,1818,1485,2045.75,2252,3233.4375,2183.125,2585.5,1237.5,3143.9375,3481.5625,2078.75,1084.1875,3849.3125,830.5625,1073.5,1283.5,1141.9375,754.875,1502.1875,1116.25,1326,1453.375,1334.9375,899.4375,1706,7
643269.56068349,6661948.83027309,985,277,452,445,2162,366,563,424,2342,375,419,394,2564,588,550,373,2638,1095.25,1760.375,1970.1875,2344.1875,1452.5,2256.25,1068.75,2092.1875,2431,2044,1173.5625,2687.5,908.5,1750.1875,2002,982.5,524.375,2225.375,944.875,1811.6875,1915.75,1048.8125,615.3125,2149,7
642879.56068349,6661958.83027309,844,820,1029,1356,2746,317,742,320,5110,418,448,569,1480,2017,1916,1902,2859,1701.25,2094.5625,2276.1875,3282.9375,2196.4375,2667.1875,1359,4126.25,4774.625,2005.125,1034.9375,4964,820.5625,1206.375,1366.3125,1005.5625,649.6875,1627.9375,2166.75,2501.125,2580.3125,769.25,502.5625,2780.3125,7
642909.56068349,6661958.83027309,847,598,856,1085,2750,312,775,299,5437,404,444,609,1864,1717,1420,1453,2909,1566.8125,2071.875,2345,3271.125,2057.875,2735.4375,1370.8125,4399.625,5060.9375,2037.375,942.125,5328.5,908.5,1406.4375,1654.875,1184.4375,754.875,2004.4375,1689.1875,2222.3125,2368.0625,928.25,580.5625,2690.5,7
643299.56068349,6661968.83027309,784,481,667,862,2187,433,571,646,2940,308,210,263,452,493,331,256,604,1190.75,1685.0625,1846.75,2523.625,1665.1875,2171.9375,1047.9375,2107,2385.3125,2057.25,1191.5625,2808.6875,454.25,721.4375,661.25,409.875,264.375,799.9375,508.3125,662.1875,727.5625,396.125,240.0625,787.0625,7
